query	candidates	generation	gt	plan	arguments	all	file
How do I check the results of my dice roll?	['hdbcarpark', 'speak', 'hubbubworld_hubbub_1', 'AI2sql', 'diceroller']	{'plan': 'diceroller', 'arguments': {}}	{'plan': 'diceroller', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I communicate with someone who speaks a different language?	['buildbetter', 'ResumeTool', 'aiAgents', 'Substack_IQ', 'MixerBox_Translate_AI_language_tutor']	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I convert natural language text into an SQL query?	['CribbageScorer', 'AI2sql', 'brandfetch', 'hubbubworld_hubbub_1', 'copilot']	{'plan': 'AI2sql', 'arguments': {}}	{'plan': 'AI2sql', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I deploy my webhook?	['webhooks', 'BookTool', 'MediaTool', 'Visla', 'CribbageScorer']	{'plan': 'webhooks', 'arguments': {}}	{'plan': 'webhooks', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I ensure high-quality content?	['hackit_web_scanner', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'MyWritingCompanion', 'hacktrack', 'SASpeedCameras']	{'plan': 'MyWritingCompanion', 'arguments': {}}	{'plan': 'MyWritingCompanion', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I execute code in a notebook?	['Figlet', 'MyWritingCompanion', 'noteable', 'smarttsicketsai', 'PolishTool']	{'plan': 'noteable', 'arguments': {}}	{'plan': 'noteable', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I find public and private studies?	['clinical_trial_radar', 'ProductComparison', 'FinanceTool', 'PolishTool', 'CharityTool']	{'plan': 'clinical_trial_radar', 'arguments': {}}	{'plan': 'clinical_trial_radar', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I find the fastest route to get from Hongik University Station to Myeongdong Station?	['assetOvi', 'Planfit', 'SSH', 'korea_subway', 'CTCP']	{'plan': 'korea_subway', 'arguments': {'start_station': 'Hongik University Station', 'end_station': 'Myeongdong Station'}}	{'plan': 'korea_subway', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I generate a QR code quickly?	['Horoscopes_by_Inner_Self', 'AutoInfra1', 'HouseRentingTool', 'qreator', 'wpinteract']	{'plan': 'qreator', 'arguments': {}}	{'plan': 'qreator', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I generate an SQL query from natural language text?	['socialsearch', 'AI2sql', 'ShoppingAssistant', 'chatspot', 'airqualityforeast']	{'plan': 'AI2sql', 'arguments': {}}	{'plan': 'AI2sql', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I get a manual for a pump with model number XYZ?	['CranePumpsManuals', 'sakenowa', 'Figlet', 'heygen', 'ChatOCR']	{'plan': 'CranePumpsManuals', 'arguments': {'model_number': 'XYZ'}}	{'plan': 'CranePumpsManuals', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I get from Gwanghwamun Station to Incheon Airport?	['ProductSearch', 'internetSearch', 'Dr_Thoths_Tarot', 'korea_subway', 'timeport']	{'plan': 'korea_subway', 'arguments': {'start_station': 'Gwanghwamun Station', 'end_station': 'Incheon Airport'}}	{'plan': 'korea_subway', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I guess the word you are trying to clue?	['qreator', 'MemoryTool', 'Puzzle_Constructor', 'crafty_clues', 'AusSurfReport']	{'plan': 'crafty_clues', 'arguments': {}}	{'plan': 'crafty_clues', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I have a conversation with a League of Legends champion?	['Review', 'CompanyInfoTool', 'ResearchFinder', 'assetOvi', 'champdex']	{'plan': 'champdex', 'arguments': {}}	{'plan': 'champdex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I hire remote writers?	['MyWritingCompanion', 'CranePumpsManuals', 'tira', 'hacktrack', 'socialsearch']	{'plan': 'MyWritingCompanion', 'arguments': {}}	{'plan': 'MyWritingCompanion', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I import spreadsheets to Lark Base?	['magi_codex', 'LarkBaseImporter', 'DataRetrievalTool', 'RoboAd', 'shimmer_daily']	{'plan': 'LarkBaseImporter', 'arguments': {}}	{'plan': 'LarkBaseImporter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I integrate chat into my Notion workspace?	['bramework', 'LarkBaseImporter', 'FinanceTool', 'form', 'chat_with_workspace']	{'plan': 'chat_with_workspace', 'arguments': {}}	{'plan': 'chat_with_workspace', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I interact with Chatbot to play chess?	['Chess', 'buildbetter', 'MediaModifyTool', 'LarkBaseImporter', 'total_query_meta_search_engine']	{'plan': 'Chess', 'arguments': {}}	{'plan': 'Chess', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I interact with the characters in the game?	['NewsTool', 'LarkBaseImporter', 'timeport', 'timemachine', 'clinq']	{'plan': 'timeport', 'arguments': {}}	{'plan': 'timeport', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I make a car sales advertisement?	['Horoscopes_by_Inner_Self', 'calculator', 'speechki_tts_plugin', 'CarYardBard', 'brandfetch']	{'plan': 'CarYardBard', 'arguments': {}}	{'plan': 'CarYardBard', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I make a QR code for a website link?	['champdex', 'create_qr_code', 'mbti', 'bramework', 'PDF_Exporter']	{'plan': 'create_qr_code', 'arguments': {'text': 'a website link'}}	{'plan': 'create_qr_code', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I make a QR code quickly?	['qreator', 'hadith', 'shimmer_daily', 'mini_habits', 'clinical_trial_radar']	{'plan': 'creator', 'arguments': {'task': 'Generate QR code in seconds'}}	{'plan': 'qreator', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
How do I make images from a template?	['deployscript', 'exportchat', 'ad4mat', 'placid', 'AbleStyle']	{'plan': 'placid', 'arguments': {}}	{'plan': 'placid', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I make international payments for a freelancer hire?	['WebsiteTool', 'LawTool', 'talkfpl', 'web_requests', 'TalentOrg']	{'plan': 'TalentOrg', 'arguments': {}}	{'plan': 'TalentOrg', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I make sure I'm getting singular forms when searching for plurals?	['Agones', 'reflect_notes', 'ad4mat', 'metaphor_search_api', 'ABCmouse']	{'plan': 'metaphor_search_api', 'arguments': {}}	{'plan': 'metaphor_search_api', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I make sure my content is error-free?	['rephrase', 'MyWritingCompanion', 'AusPetrolPrices', 'SuperchargeMyEV', 'word_counter']	{'plan': 'MyWritingCompanion', 'arguments': {}}	{'plan': 'MyWritingCompanion', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I manage my CLINQ Account?	['IndoorPlants', 'Puzzle_Constructor', 'clinq', 'internetSearch', 'decision_journal']	{'plan': 'clinq', 'arguments': {}}	{'plan': 'clinq', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I manage my projects effectively?	['dart', 'C3_Glide', 'ad4mat', 'ChatOCR', 'chatspot']	{'plan': 'dart', 'arguments': {}}	{'plan': 'dart', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I manage my servers?	['SEOTool', 'SceneXplain', 'dover_outreach', 'AutoInfra1', 'champdex']	{'plan': 'AutoInfra1', 'arguments': {}}	{'plan': 'AutoInfra1', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I manage my webhooks?	['WebRewind', 'fundsdbsearch', 'JobTool', 'ExchangeTool', 'webhooks']	{'plan': 'webhooks', 'arguments': {}}	{'plan': 'webhooks', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I monetize my outgoing traffic?	['shimmer_daily', 'ad4mat', 'clinq', 'Review', 'what_to_watch']	{'plan': 'ad4mat', 'arguments': {}}	{'plan': 'ad4mat', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I play a word guessing game with the AI?	['photorealistic', 'LarkBaseImporter', 'crafty_clues', 'Review', 'Chess']	{'plan': 'crafty_clues', 'arguments': {}}	{'plan': 'crafty_clues', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I play an F major chord on the guitar?	['smarttsicketsai', 'ShoppingAssistant', 'uberchord', 'speechki_tts_plugin', 'Review']	{'plan': 'uberchord', 'arguments': {'chord_name': 'F major'}}	{'plan': 'uberchord', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I play Magic	['clinical_trial_radar', 'SuperchargeMyEV', 'decision_journal', 'reflect_notes', 'magi_codex']	{'plan': 'magi_codex', 'arguments': {}}	{'plan': 'magi_codex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I play Tic-Tac-Toe?	['TripAdviceTool', 'create_qr_code', 'rephrase', 'IndoorPlants', 'TicTacToe']	{'plan': 'rephrase', 'arguments': {'prompt': 'perfect prompt for playing Tic-Tac-Toe'}}	{'plan': 'TicTacToe', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
How do I play WordSneak?	['word_counter', 'copilot', 'Glowing', 'word_sneak', 'Sudoku']	{'plan': 'word_sneak', 'arguments': {}}	{'plan': 'word_sneak', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I print an image onto a shirt?	['NASATool', 'Bohita', 'CarYardBard', 'dover_outreach', 'ChartTool']	{'plan': 'Bohita', 'arguments': {'description': 'Create apparel with any image you can describe! Get it delivered right to your door.'}}	{'plan': 'Bohita', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I role play in this game?	['WeatherTool', 'ExchangeTool', 'Algorithma', 'SASpeedCameras', 'RoboAd']	{'plan': 'Algorithma', 'arguments': {'start': True}}	{'plan': 'Algorithma', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I save my chat conversations as a PDF?	['Talkface_IELTS_Prep', 'haulingbuddies', 'exportchat', 'PDF_Exporter', 'ResumeTool']	{'plan': 'PDF_Exporter', 'arguments': {}}	{'plan': 'PDF_Exporter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I say 'hello' in Spanish?	['web_scraper', 'smarttsicketsai', 'speak', 'DataRetrievalTool', 'rephrase']	{'plan': 'speak', 'arguments': {'language': 'Spanish', 'text': 'hello'}}	{'plan': 'speak', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How do I select my desired time format and timezone?	['Now', 'TripTool', 'DataRetrievalTool', 'assetOvi', 'timemachine']	{'plan': 'timemachine', 'arguments': {}}	{'plan': 'timemachine', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I set up SMS reminders for myself?	['NASATool', 'URLTool', 'SSH', 'RepoTool', 'Glowing']	{'plan': 'Glowing', 'arguments': {}}	{'plan': 'Glowing', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I start playing chess with Chatbot?	['Chess', 'timeport', 'Bohita', 'keywordexplorer', 'Talkface_IELTS_Prep']	{'plan': 'Chess', 'arguments': {}}	{'plan': 'Chess', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I use a dice rolling app?	['Tax_Calculator', 'web_requests', 'shimmer_daily', 'StrologyTool', 'diceroller']	{'plan': 'diceroller', 'arguments': {}}	{'plan': 'diceroller', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I use the Fate/Fudge system?	['reflect_notes', 'word_sneak', 'diceroller', 'CribbageScorer', 'website_performance_insights']	{'plan': 'diceroller', 'arguments': {}}	{'plan': 'diceroller', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I use Yay! Forms?	['Substack_IQ', 'clearbit_integration', 'VideoSummarizeTool', 'form', 'Planfit']	{'plan': 'form', 'arguments': {}}	{'plan': 'form', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I visualize my data?	['sakenowa', 'noteable', 'BookTool', 'WeatherTool', 'JobTool']	{'plan': 'noteable', 'arguments': {}}	{'plan': 'noteable', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do I write an email to reach out to someone for networking?	['VideoSummarizeTool', 'AbleStyle', 'website_performance_insights', 'PodcastTool', 'dover_outreach']	{'plan': 'dover_outreach', 'arguments': {}}	{'plan': 'dover_outreach', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How do scoring operators affect the search results?	['create_qr_code', 'haulingbuddies', 'GifApi', 'ShoppingAssistant', 'clinical_trial_radar']	{'plan': 'GifApi', 'arguments': {'query': 'scoring operators'}}	{'plan': 'clinical_trial_radar', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
How do you pronounce this word?	['diceroller', 'rephrase', 'aiAgents', 'AusPetrolPrices', 'MixerBox_Translate_AI_language_tutor']	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
"How do you say ""hello"" in French?"	['MixerBox_Translate_AI_language_tutor', 'lsongai', 'Chess', 'AusPetrolPrices', 'buildbetter']	{'plan': 'MixerBox_Translate_AI_language', 'arguments': {'source_language': 'English', 'target_language': 'French', 'text': 'hello'}}	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
How does referral marketing work?	['ph_ai_news_query', 'TalentOrg', 'ResearchFinder', 'ad4mat', 'buildbetter']	{'plan': 'None', 'arguments': {}}	{'plan': 'ad4mat', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
How long will it take to pay off my loan?	['CreditYelp', 'clearbit_integration', 'IndoorPlants', 'webhooks', 'video_highlight']	{'plan': 'CreditYelp', 'arguments': {}}	{'plan': 'CreditYelp', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How many car park lots are available?	['NotesTool', 'WordCloud', 'QuiverQuantitative', 'hdbcarpark', 'ApexMap']	{'plan': 'hdbcarpark', 'arguments': {}}	{'plan': 'hdbcarpark', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
How many characters are in this text?	['mbti', 'magi_codex', 'word_counter', 'champdex', 'AppyPieAIAppBuilder']	{'plan': 'word_counter', 'arguments': {'text': 'this text'}}	{'plan': 'word_counter', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How many charging stations are in my area?	['JobTool', 'SuperchargeMyEV', 'create_qr_code', 'ArtCollection', 'Checkers']	{'plan': 'SuperchargeMyEV', 'arguments': {'location': 'my area'}}	{'plan': 'SuperchargeMyEV', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How many points do I get for this card in cribbage?	['tira', 'CribbageScorer', 'ChartTool', 'Dr_Thoths_Tarot', 'TalentOrg']	{'plan': 'CribbageScorer', 'arguments': {'cards': ['this card']}}	{'plan': 'CribbageScorer', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How many words are in this sentence?	['word_counter', 'SASpeedCameras', 'SceneXplain', 'DietTool', 'CribbageScorer']	{'plan': 'word_counter', 'arguments': {'sentence': 'How many words are in this sentence?'}}	{'plan': 'word_counter', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How much is the sales tax for a purchase in Florida?	['ResearchFinder', 'PodcastTool', 'AusSurfReport', 'Tax_Calculator', 'MapTool']	{'plan': 'Tax_Calculator', 'arguments': {'address': 'Florida'}}	{'plan': 'Tax_Calculator', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
How should I allocate my portfolio?	['EarthquakeTool', 'shimmer_daily', 'create_qr_code', 'reflect_notes', 'Magnetis']	{'plan': 'Magnetis', 'arguments': {}}	{'plan': 'Magnetis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I am looking for a funny gif.	['GifApi', 'speak', 'dev', 'SceneXplain', 'IndoorPlants']	{'plan': 'GifApi', 'arguments': {}}	{'plan': 'GifApi', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I am looking for a specific painting in the Metropolitan Museum of Art.	['SEOTool', 'website_performance_insights', 'universal', 'uk_politics', 'ArtCollection']	{'plan': 'ArtCollection', 'arguments': {}}	{'plan': 'ArtCollection', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I am looking for information about the latest music concert.	['uberchord', 'Magnetis', 'copilot', 'smarttsicketsai', 'MixerBox_WebSearchG_web_search']	{'plan': 'smarttsicketsai', 'arguments': {}}	{'plan': 'smarttsicketsai', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I have a question about the US Census, can you help me?	['ResearchHelper', 'IndoorPlants', 'blockatlas', 'noteable', 'AI2sql']	{'plan': 'blockatlas', 'arguments': {}}	{'plan': 'blockatlas', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need a gif to show my excitement.	['word_counter', 'Glowing', 'Dr_Thoths_Tarot', 'LarkBaseImporter', 'GifApi']	{'plan': 'GifApi', 'arguments': {}}	{'plan': 'GifApi', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need advice on how to optimize my website's content.	['tira', 'TalentOrg', 'PodcastTool', 'MediaModifyTool', 'seoanalysis']	{'plan': 'seoanalysis', 'arguments': {}}	{'plan': 'seoanalysis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need an AI-generated ad for a car dealership.	['themeparkhipster', 'Sudoku', 'CarYardBard', 'sakenowa', 'AppyPieAIAppBuilder']	{'plan': 'CarYardBard', 'arguments': {}}	{'plan': 'CarYardBard', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need an image of this text.	['MixerBox_WebSearchG_web_search', 'LawTool', 'CTCP', 'WordCloud', 'SSH']	{'plan': 'WordCloud', 'arguments': {}}	{'plan': 'WordCloud', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need an image of this website at a certain date, is that possible?	['TicTacToe', 'ResumeTool', 'buildbetter', 'copilot', 'WebRewind']	{'plan': 'WebRewind', 'arguments': {'date': 'a certain date'}}	{'plan': 'WebRewind', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
I need help creating a video.	['aiAgents', 'C3_Glide', 'Visla', 'web_requests', 'mbti']	{'plan': 'Visla', 'arguments': {}}	{'plan': 'Visla', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need help creating an AI-Powered Form.	['form', 'ResumeTool', 'ProductSearch', 'chatspot', 'AbleStyle']	{'plan': 'form', 'arguments': {}}	{'plan': 'form', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need help creating an email to inquire about a job opportunity.	['search', 'deployscript', 'dover_outreach', 'Planfit', 'PDF_Exporter']	{'plan': 'dover_outreach', 'arguments': {}}	{'plan': 'dover_outreach', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need help finding a chord chart.	['uberchord', 'reflect_notes', 'hadith', 'Bohita', 'search']	{'plan': 'uberchord', 'arguments': {}}	{'plan': 'uberchord', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
I need help finding theme park waiting times. Can you guide me?	['lsongai', 'Checkers', 'TripAdviceTool', 'themeparkhipster', 'JobTool']	{'plan': 'themeparkhipster', 'arguments': {}}	{'plan': 'themeparkhipster', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
